Strain Name	Virus Type	Subtype/Genotype (ViPR)	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type	
PR79	Hepatitis C virus subtype 1b	1b	HQ912959	9033	02/14/2008	Human	Homo sapiens	China	genomic RNA	
Pt1-05_Q1	Hepatitis C virus subtype 1b	1b	AB828703	9039	08/22/2005	Human	Homo sapiens	Japan	genomic RNA	
Pt1-05_Q2	Hepatitis C virus subtype 1b	1b	AB828704	9039	08/22/2005	Human	Homo sapiens	Japan	genomic RNA	
Pt1-05_R	Hepatitis C virus subtype 1b	1b	AB828702	9039	08/22/2005	Human	Homo sapiens	Japan	genomic RNA	
Pt1-98_Q1	Hepatitis C virus subtype 1b	1b	AB828700	9597	04/28/1998	Human	Homo sapiens	Japan	genomic RNA	
Pt1-98_Q2	Hepatitis C virus subtype 1b	1b	AB828701	9597	04/28/1998	Human	Homo sapiens	Japan	genomic RNA	
Pt1-98_R	Hepatitis C virus subtype 1b	1b	AB828699	9597	04/28/1998	Human	Homo sapiens	Japan	genomic RNA	
RB	Hepatitis C virus subtype 1b	1b	AJ238799	9605	-N/A-	Unknown	-N/A-	Germany	genomic RNA	
RB	Hepatitis C virus subtype 1b	1b	AJ238800	9033	-N/A-	Unknown	-N/A-	Germany	genomic RNA	
S1	Hepatitis C virus subtype 1b	1b	GU451221	9398	08/01/2003	Human	Homo sapiens	China	genomic RNA	
S2	Hepatitis C virus subtype 1b	1b	GU451222	9398	10/29/2003	Human	Homo sapiens	China	genomic RNA	
S3	Hepatitis C virus subtype 1b	1b	GU451223	9398	07/28/2004	Human	Homo sapiens	China	genomic RNA	
S4	Hepatitis C virus subtype 1b	1b	GU451224	9398	08/05/2008	Human	Homo sapiens	China	genomic RNA	
sAH	Hepatitis C virus subtype 1b	1b	LC011930	9594	12/02/2004	Human	Homo sapiens	Japan	genomic RNA	
sAH	Hepatitis C virus subtype 1b	1b	LC011931	9594	04/27/2007	Unknown	-N/A-	Japan	genomic RNA	
Taiwan	Hepatitis C virus subtype 1b	1b	M84754	9425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
TN28	Hepatitis C virus subtype 1b	1b	EU781828	9359	-N/A-	Human	Homo sapiens	-N/A-	genomic RNA	
TPF1	Hepatitis C virus subtype 1b	1b	LC011927	9594	04/23/2003	Human	Homo sapiens	Japan	genomic RNA	
TPF1	Hepatitis C virus subtype 1b	1b	LC011928	9594	04/27/2007	Unknown	-N/A-	Japan	genomic RNA	
TPF1	Hepatitis C virus subtype 1b	1b	LC011929	9594	10/08/2012	Unknown	-N/A-	Japan	genomic RNA	
UNKNOWN-DQ071885	Hepatitis C virus subtype 1b	1b	DQ071885	9605	-N/A-	Unknown	-N/A-	-N/A-	mRNA	
UNKNOWN-M58335	Hepatitis C virus subtype 1b	1b	M58335	9416	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-M96362	Hepatitis C virus subtype 1b	1b	M96362	9414	-N/A-	Unknown	-N/A-	-N/A-	mRNA	
UNKNOWN-U16362	Hepatitis C virus subtype 1b	1b	U16362	9415	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-U89019	Hepatitis C virus subtype 1b	1b	U89019	9400	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
Whu	Hepatitis C virus subtype 1b	1b	EU857431	9603	05/10/2001	Human	Homo sapiens	China	genomic RNA	
WYHCV131	Hepatitis C virus subtype 1b	1b	HQ639940	9240	-N/A-	Human	Homo sapiens	China	genomic RNA	
WYHCV366	Hepatitis C virus subtype 1b	1b	HQ639946	9317	-N/A-	Human	Homo sapiens	China	genomic RNA	
WYHCV383	Hepatitis C virus subtype 1b	1b	HQ639947	9317	-N/A-	Human	Homo sapiens	China	genomic RNA	
ZS17	Hepatitis C virus subtype 1c	1c	KC844047	9424	2009	Human	Homo sapiens	China	genomic RNA	
1804	Hepatitis C virus subtype 1g	1g	AM910652	9490	-N/A-	Human	Homo Sapiens	Spain	genomic RNA	
G2aK1	Hepatitis C virus subtype 2a	2a	AF169003	9693	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
G2aK3	Hepatitis C virus subtype 2a	2a	AF169004	9653	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
HC-J6CH	Hepatitis C virus subtype 2a	2a	AF177036	9711	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
J6CF/JFH2.1	Hepatitis C virus subtype 2a	2a	AB690461	9683	12/01/2011	Human	Homo sapiens	Japan	genomic RNA	
Japan	Hepatitis C virus subtype 2a	2a	AY746460	9689	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
JFH2.1	Hepatitis C virus subtype 2a	2a	AB690460	9683	12/01/2011	Human	Homo sapiens	Japan	genomic RNA	
MD2a-1	Hepatitis C virus subtype 2a	2a	AF238481	9416	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
MD2a-2	Hepatitis C virus subtype 2a	2a	AF238482	9416	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
MD2a-4	Hepatitis C virus subtype 2a	2a	AF238483	9416	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
MD2a-5	Hepatitis C virus subtype 2a	2a	AF238484	9416	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
MD2a-7	Hepatitis C virus subtype 2a	2a	AF238485	9416	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NDM228	Hepatitis C virus subtype 2a	2a	AF169002	9661	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NDM59	Hepatitis C virus subtype 2a	2a	AF169005	9700	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
PR63	Hepatitis C virus subtype 2a	2a	KF676351	9607	-N/A-	Human	Homo sapiens	China	genomic RNA	
PR63cc	Hepatitis C virus subtype 2a	2a	KF676352	9665	-N/A-	Unknown	-N/A-	China	genomic RNA	
UNKNOWN-GM975743	Hepatitis C virus subtype 2a	2a	GM975743	9678	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
WYHCV283	Hepatitis C virus subtype 2a	2a	HQ639943	9355	-N/A-	Human	Homo sapiens	China	genomic RNA	
WYHCV286	Hepatitis C virus subtype 2a	2a	HQ639944	9392	-N/A-	Human	Homo sapiens	China	genomic RNA	
WYHCV315	Hepatitis C virus subtype 2a	2a	HQ639945	9392	-N/A-	Human	Homo sapiens	China	genomic RNA	
WYHCV51	Hepatitis C virus subtype 2a	2a	HQ639938	9392	-N/A-	Human	Homo sapiens	China	genomic RNA	
WYHCV82	Hepatitis C virus subtype 2a	2a	HQ639939	9392	-N/A-	Human	Homo sapiens	China	genomic RNA	
ZS623	Hepatitis C virus subtype 2a	2a	KC844043	9475	2011	Human	Homo sapiens	China	genomic RNA	
MD2b-1	Hepatitis C virus subtype 2b	2b	AF238486	9416	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
MD2b1-1	Hepatitis C virus subtype 2b	2b	AY232730	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b1-2	Hepatitis C virus subtype 2b	2b	AY232731	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b10-1	Hepatitis C virus subtype 2b	2b	AY232748	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b10-2	Hepatitis C virus subtype 2b	2b	AY232749	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b2-1	Hepatitis C virus subtype 2b	2b	AY232732	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b2-2	Hepatitis C virus subtype 2b	2b	AY232733	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b3-1	Hepatitis C virus subtype 2b	2b	AY232734	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b3-2	Hepatitis C virus subtype 2b	2b	AY232735	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b4-1	Hepatitis C virus subtype 2b	2b	AY232736	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b4-2	Hepatitis C virus subtype 2b	2b	AY232737	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b5-1	Hepatitis C virus subtype 2b	2b	AY232738	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b5-2	Hepatitis C virus subtype 2b	2b	AY232739	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b6-1	Hepatitis C virus subtype 2b	2b	AY232740	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b6-2	Hepatitis C virus subtype 2b	2b	AY232741	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b7-1	Hepatitis C virus subtype 2b	2b	AY232742	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b7-2	Hepatitis C virus subtype 2b	2b	AY232743	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b8-1	Hepatitis C virus subtype 2b	2b	AY232744	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b8-2	Hepatitis C virus subtype 2b	2b	AY232745	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b9-1	Hepatitis C virus subtype 2b	2b	AY232746	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
MD2b9-2	Hepatitis C virus subtype 2b	2b	AY232747	9406	-N/A-	Unknown	-N/A-	Japan	mRNA	
UNKNOWN-AB661373	Hepatitis C virus subtype 2b	2b	AB661373	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661374	Hepatitis C virus subtype 2b	2b	AB661374	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661375	Hepatitis C virus subtype 2b	2b	AB661375	9103	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661376	Hepatitis C virus subtype 2b	2b	AB661376	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661377	Hepatitis C virus subtype 2b	2b	AB661377	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661378	Hepatitis C virus subtype 2b	2b	AB661378	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661379	Hepatitis C virus subtype 2b	2b	AB661379	9132	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661380	Hepatitis C virus subtype 2b	2b	AB661380	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661381	Hepatitis C virus subtype 2b	2b	AB661381	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661382	Hepatitis C virus subtype 2b	2b	AB661382	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661383	Hepatitis C virus subtype 2b	2b	AB661383	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661384	Hepatitis C virus subtype 2b	2b	AB661384	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661385	Hepatitis C virus subtype 2b	2b	AB661385	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661386	Hepatitis C virus subtype 2b	2b	AB661386	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661387	Hepatitis C virus subtype 2b	2b	AB661387	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661388	Hepatitis C virus subtype 2b	2b	AB661388	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661389	Hepatitis C virus subtype 2b	2b	AB661389	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661390	Hepatitis C virus subtype 2b	2b	AB661390	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661391	Hepatitis C virus subtype 2b	2b	AB661391	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661392	Hepatitis C virus subtype 2b	2b	AB661392	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661393	Hepatitis C virus subtype 2b	2b	AB661393	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661394	Hepatitis C virus subtype 2b	2b	AB661394	9486	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661395	Hepatitis C virus subtype 2b	2b	AB661395	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661396	Hepatitis C virus subtype 2b	2b	AB661396	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661397	Hepatitis C virus subtype 2b	2b	AB661397	9099	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661398	Hepatitis C virus subtype 2b	2b	AB661398	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661399	Hepatitis C virus subtype 2b	2b	AB661399	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661400	Hepatitis C virus subtype 2b	2b	AB661400	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661401	Hepatitis C virus subtype 2b	2b	AB661401	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661402	Hepatitis C virus subtype 2b	2b	AB661402	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661403	Hepatitis C virus subtype 2b	2b	AB661403	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661404	Hepatitis C virus subtype 2b	2b	AB661404	9105	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661405	Hepatitis C virus subtype 2b	2b	AB661405	9105	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661406	Hepatitis C virus subtype 2b	2b	AB661406	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661407	Hepatitis C virus subtype 2b	2b	AB661407	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661408	Hepatitis C virus subtype 2b	2b	AB661408	9099	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661409	Hepatitis C virus subtype 2b	2b	AB661409	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661410	Hepatitis C virus subtype 2b	2b	AB661410	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661411	Hepatitis C virus subtype 2b	2b	AB661411	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661412	Hepatitis C virus subtype 2b	2b	AB661412	9114	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661413	Hepatitis C virus subtype 2b	2b	AB661413	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661414	Hepatitis C virus subtype 2b	2b	AB661414	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661415	Hepatitis C virus subtype 2b	2b	AB661415	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661416	Hepatitis C virus subtype 2b	2b	AB661416	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661417	Hepatitis C virus subtype 2b	2b	AB661417	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661418	Hepatitis C virus subtype 2b	2b	AB661418	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661419	Hepatitis C virus subtype 2b	2b	AB661419	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661420	Hepatitis C virus subtype 2b	2b	AB661420	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661421	Hepatitis C virus subtype 2b	2b	AB661421	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661422	Hepatitis C virus subtype 2b	2b	AB661422	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661423	Hepatitis C virus subtype 2b	2b	AB661423	9105	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661424	Hepatitis C virus subtype 2b	2b	AB661424	9099	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661425	Hepatitis C virus subtype 2b	2b	AB661425	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661426	Hepatitis C virus subtype 2b	2b	AB661426	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661427	Hepatitis C virus subtype 2b	2b	AB661427	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661428	Hepatitis C virus subtype 2b	2b	AB661428	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661429	Hepatitis C virus subtype 2b	2b	AB661429	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661430	Hepatitis C virus subtype 2b	2b	AB661430	9096	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661431	Hepatitis C virus subtype 2b	2b	AB661431	9102	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
UNKNOWN-AB661432	Hepatitis C virus subtype 2b	2b	AB661432	9105	-N/A-	Human	Homo sapiens	Japan	genomic RNA	
ZS260	Hepatitis C virus subtype 2b	2b	KC844048	9442	2010	Human	Homo sapiens	China	genomic RNA	
HCV-2c/GB/BID-G1240	Hepatitis C virus subtype 2c	2c	JX227951	9368	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-2c/GB/BID-G1293	Hepatitis C virus subtype 2c	2c	JX227965	9385	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-2c/GB/BID-G1294	Hepatitis C virus subtype 2c	2c	JX227966	9524	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
98799	Hepatitis C virus subtype 2f	2f	KC844050	9470	2002	Human	Homo sapiens	China	genomic RNA	
ZS542	Hepatitis C virus subtype 2f	2f	KC844042	9472	2010	Human	Homo sapiens	China	genomic RNA	
HCV-2k/GB/BID-G1242	Hepatitis C virus subtype 2k	2k	JX227953	9380	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-2k1b/GB/BID-G1241	Hepatitis C virus subtype 2k/1b	2k/1b	JX227952	9302	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-2m/CA/BID-G1314	Hepatitis C virus subtype 2m	2m	JX227967	9383	-N/A-	Human	Homo sapiens	Canada	genomic RNA	
HCV-2m/CA/BID-G1315	Hepatitis C virus subtype 2m	2m	JX227968	9389	-N/A-	Human	Homo sapiens	Canada	genomic RNA	
CB	Hepatitis C virus subtype 3a	3a	AF046866	9425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
HCV-TYMM	Hepatitis C virus subtype 3a	3a	AB792683	9649	01/2013	Unknown	-N/A-	-N/A-	genomic RNA	
ILBSRAS6	Hepatitis C virus subtype 3a	3a	JQ717257	9425	03/03/2011	Human	Homo sapiens	India	genomic RNA	
ILBSRAS7	Hepatitis C virus subtype 3a	3a	JQ717258	9433	02/14/2011	Human	Homo sapiens	India	genomic RNA	
ILBSRAS8	Hepatitis C virus subtype 3a	3a	JQ717259	9433	12/09/2010	Human	Homo sapiens	India	genomic RNA	
ILBSRAS9	Hepatitis C virus subtype 3a	3a	JQ717260	9425	09/24/2008	Human	Homo sapiens	India	genomic RNA	
ILBSRAS_BD	Hepatitis C virus subtype 3a	3a	KF035125	9423	08/20/2012	Human	Homo sapiens	India	genomic RNA	
ILBSRAS_BLS	Hepatitis C virus subtype 3a	3a	KF035123	9429	08/20/2012	Human	Homo sapiens	India	genomic RNA	
ILBSRAS_JK	Hepatitis C virus subtype 3a	3a	KF035124	9426	08/20/2012	Human	Homo sapiens	India	genomic RNA	
ILBSRAS_LD	Hepatitis C virus subtype 3a	3a	KF035126	9426	08/20/2012	Human	Homo sapiens	India	genomic RNA	
ILBSRAS_UG	Hepatitis C virus subtype 3a	3a	KF035127	9426	08/20/2012	Human	Homo sapiens	India	genomic RNA	
PR87	Hepatitis C virus subtype 3a	3a	HQ912953	9066	03/18/2008	Human	Homo sapiens	China	genomic RNA	
RASILBS2-SR-PO	Hepatitis C virus subtype 3a	3a	JN714194	9429	06/11/2011	Human	Homo sapiens	India	genomic RNA	
RASILBS3	Hepatitis C virus subtype 3a	3a	JQ717254	9425	09/27/2010	Human	Homo sapiens	India	genomic RNA	
RASILBS4	Hepatitis C virus subtype 3a	3a	JQ717255	9425	12/10/2010	Human	Homo sapiens	India	genomic RNA	
RASILBS5	Hepatitis C virus subtype 3a	3a	JQ717256	9433	04/07/2011	Human	Homo sapiens	India	genomic RNA	
S310/A	Hepatitis C virus subtype 3a	3a	AB691595	9654	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
S310/B	Hepatitis C virus subtype 3a	3a	AB691596	9654	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-GQ275355	Hepatitis C virus subtype 3a	3a	GQ275355	9442	10/2003	Human	Homo sapiens	India	genomic RNA	
ZS633	Hepatitis C virus subtype 3a	3a	KC844041	9477	2011	Human	Homo sapiens	China	genomic RNA	
ZS650	Hepatitis C virus subtype 3b	3b	KC844044	9434	2011	Human	Homo sapiens	China	genomic RNA	
HCV-3g/GB/BID-G1243	Hepatitis C virus subtype 3g	3g	JX227954	9353	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-3i/GB/BID-G1244	Hepatitis C virus subtype 3i	3i	JX227955	9352	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
01-09	Hepatitis C virus subtype 4a	4a	DQ418782	9292	-N/A-	Unknown	-N/A-	USA	genomic RNA	
02-42	Hepatitis C virus subtype 4a	4a	DQ418783	9253	-N/A-	Unknown	-N/A-	USA	genomic RNA	
02C	Hepatitis C virus subtype 4a	4a	DQ418784	9298	-N/A-	Unknown	-N/A-	USA	genomic RNA	
25	Hepatitis C virus subtype 4a	4a	DQ516084	9309	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
F7157	Hepatitis C virus subtype 4a	4a	DQ418788	9306	-N/A-	Unknown	-N/A-	USA	genomic RNA	
F753	Hepatitis C virus subtype 4a	4a	DQ418787	9307	-N/A-	Unknown	-N/A-	USA	genomic RNA	
HCVgenotype4a-KM	Hepatitis C virus subtype 4a	4a	AB795432	9545	02/2012	Human	Homo sapiens	Japan	genomic RNA	
L835	Hepatitis C virus subtype 4a	4a	DQ418789	9295	-N/A-	Unknown	-N/A-	USA	genomic RNA	
03-18	Hepatitis C virus subtype 4d	4d	DQ418786	9273	-N/A-	Unknown	-N/A-	USA	genomic RNA	
24	Hepatitis C virus subtype 4d	4d	DQ516083	9300	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ZS537	Hepatitis C virus subtype 4d	4d	KC844045	9427	2010	Human	Homo sapiens	China	genomic RNA	
HCV-4g/GB/BID-G1252	Hepatitis C virus subtype 4g	4g	JX227963	9314	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-4g/GB/BID-G1656	Hepatitis C virus subtype 4g	4g	JX227971	9174	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-4l/GB/BID-G1246	Hepatitis C virus subtype 4L	4l	JX227957	9317	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-4l/GB/BID-G1247	Hepatitis C virus subtype 4L	4l	JX227958	9322	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-4m/GB/BID-G1250	Hepatitis C virus subtype 4m	4m	JX227961	9310	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-4m/GB/BID-G1657	Hepatitis C virus subtype 4m	4m	JX227972	9305	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-4n/GB/BID-G1655	Hepatitis C virus subtype 4n	4n	JX227970	9301	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-4o/GB/BID-G2037	Hepatitis C virus subtype 4o	4o	JX227977	9286	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-4o/GB/BID-G2038	Hepatitis C virus subtype 4o	4o	JX227978	9260	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-4o/GB/BID-G2039	Hepatitis C virus subtype 4o	4o	JX227979	9255	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-4r/GB/BID-G1251	Hepatitis C virus subtype 4r	4r	JX227962	9328	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-4r/GB/BID-G2036	Hepatitis C virus subtype 4r	4r	JX227976	9319	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-4v/GB/BID-G1248	Hepatitis C virus subtype 4v	4v	JX227959	9323	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
HCV-4v/GB/BID-G1249	Hepatitis C virus subtype 4v	4v	JX227960	9270	-N/A-	Human	Homo sapiens	United Kingdom	genomic RNA	
ZS631	Hepatitis C virus subtype 5a	5a	KC844046	9414	2011	Human	Homo sapiens	China	genomic RNA	
6a35	Hepatitis C virus subtype 6a	6a	DQ480513	9358	-N/A-	Unknown	-N/A-	Hong Kong	genomic RNA	
6a61	Hepatitis C virus subtype 6a	6a	DQ480516	9358	-N/A-	Unknown	-N/A-	Hong Kong	genomic RNA	
6a62	Hepatitis C virus subtype 6a	6a	DQ480523	9358	-N/A-	Unknown	-N/A-	Hong Kong	genomic RNA	
6a63	Hepatitis C virus subtype 6a	6a	DQ480514	9358	-N/A-	Unknown	-N/A-	Hong Kong	genomic RNA	
6a64	Hepatitis C virus subtype 6a	6a	DQ480515	9358	-N/A-	Unknown	-N/A-	Hong Kong	genomic RNA	
6a65	Hepatitis C virus subtype 6a	6a	DQ480518	9358	-N/A-	Unknown	-N/A-	Hong Kong	genomic RNA	
6a66	Hepatitis C virus subtype 6a	6a	DQ480519	9358	-N/A-	Unknown	-N/A-	Hong Kong	genomic RNA	
6a67	Hepatitis C virus subtype 6a	6a	DQ480520	9358	-N/A-	Unknown	-N/A-	Hong Kong	genomic RNA	
6a69	Hepatitis C virus subtype 6a	6a	DQ480521	9358	-N/A-	Unknown	-N/A-	Hong Kong	genomic RNA	
6a72	Hepatitis C virus subtype 6a	6a	DQ480522	9358	-N/A-	Unknown	-N/A-	Hong Kong	genomic RNA	
6a73	Hepatitis C virus subtype 6a	6a	DQ480517	9358	-N/A-	Unknown	-N/A-	Hong Kong	genomic RNA	
6a74	Hepatitis C virus subtype 6a	6a	DQ480524	9361	-N/A-	Unknown	-N/A-	Hong Kong	genomic RNA	
6a77	Hepatitis C virus subtype 6a	6a	DQ480512	9358	-N/A-	Unknown	-N/A-	Hong Kong	genomic RNA	
PR144	Hepatitis C virus subtype 6a	6a	HQ912955	9060	12/11/2008	Human	Homo sapiens	China	genomic RNA	
PR58	Hepatitis C virus subtype 6a	6a	HQ912954	9060	12/28/2008	Human	Homo sapiens	China	genomic RNA	
ZS221	Hepatitis C virus subtype 6a	6a	KC844037	9430	2009	Human	Homo sapiens	China	genomic RNA	
ZS674	Hepatitis C virus subtype 6a	6a	KC844038	9429	2011	Human	Homo sapiens	China	genomic RNA	
Th846	Hepatitis C virus subtype 6c	6c	EF424629	9459	-N/A-	Unknown	-N/A-	Thailand	genomic RNA	
