sequenceID	genotype	subtype	gb_isolate	gb_country_short	gb_place_sampled	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_lab_construct	gb_host	gb_pubmed_id
KT162749	6	a	19750	China	-	-	-	-	false	Homo sapiens	-
KT162750	6	a	19757	China	-	-	-	-	false	Homo sapiens	-
KT162751	6	a	19942	China	-	-	-	-	false	Homo sapiens	-
KT162752	6	a	20049	China	-	-	-	-	false	Homo sapiens	-
KT162753	6	a	20205	China	-	-	-	-	false	Homo sapiens	-
KT162754	6	a	20278	China	-	-	-	-	false	Homo sapiens	-
KT162755	6	a	20427	China	-	-	-	-	false	Homo sapiens	-
KT162756	6	a	20436	China	-	-	-	-	false	Homo sapiens	-
KT162757	6	a	20513	China	-	-	-	-	false	Homo sapiens	-
KT162758	6	a	20578	China	-	-	-	-	false	Homo sapiens	-
KT162759	6	a	20639	China	-	-	-	-	false	Homo sapiens	-
KT162760	6	a	20649	China	-	-	-	-	false	Homo sapiens	-
KT162761	6	a	21472	China	-	-	-	-	false	Homo sapiens	-
KT162762	6	a	21481	China	-	-	-	-	false	Homo sapiens	-
KT162763	6	a	21656	China	-	-	-	-	false	Homo sapiens	-
KT162764	6	a	21950	China	-	-	-	-	false	Homo sapiens	-
KT162765	6	a	22001	China	-	-	-	-	false	Homo sapiens	-
KT162766	6	a	22032	China	-	-	-	-	false	Homo sapiens	-
KT162767	6	a	22085	China	-	-	-	-	false	Homo sapiens	-
KT162768	6	a	22114	China	-	-	-	-	false	Homo sapiens	-
KT162769	6	a	22149	China	-	-	-	-	false	Homo sapiens	-
KT162770	6	a	22306	China	-	-	-	-	false	Homo sapiens	-
KT162771	6	a	22520	China	-	-	-	-	false	Homo sapiens	-
KT162772	6	a	22547	China	-	-	-	-	false	Homo sapiens	-
KT162773	6	a	22955	China	-	-	-	-	false	Homo sapiens	-
KT162774	6	a	23072	China	-	-	-	-	false	Homo sapiens	-
KT162775	6	a	23356	China	-	-	-	-	false	Homo sapiens	-
KT162776	6	a	23396	China	-	-	-	-	false	Homo sapiens	-
KT162777	6	a	23594	China	-	-	-	-	false	Homo sapiens	-
KT162778	6	a	23983	China	-	-	-	-	false	Homo sapiens	-
KT162779	6	a	24066	China	-	-	-	-	false	Homo sapiens	-
KT162780	6	a	24587	China	-	-	-	-	false	Homo sapiens	-
KT162781	6	a	24663	China	-	-	-	-	false	Homo sapiens	-
KT162782	6	a	24806	China	-	-	-	-	false	Homo sapiens	-
KT162783	6	a	24841	China	-	-	-	-	false	Homo sapiens	-
KT162784	6	a	25393	China	-	-	-	-	false	Homo sapiens	-
KT162785	6	a	25641	China	-	-	-	-	false	Homo sapiens	-
KT162786	6	a	25738	China	-	-	-	-	false	Homo sapiens	-
KT162787	6	a	26309	China	-	-	-	-	false	Homo sapiens	-
KT162788	6	a	26496	China	-	-	-	-	false	Homo sapiens	-
KT162789	6	a	26767	China	-	-	-	-	false	Homo sapiens	-
KT162790	6	a	26954	China	-	-	-	-	false	Homo sapiens	-
KT162791	6	a	26971	China	-	-	-	-	false	Homo sapiens	-
KT162792	6	a	27135	China	-	-	-	-	false	Homo sapiens	-
KT162793	6	a	27239	China	-	-	-	-	false	Homo sapiens	-
KT162794	6	a	27317	China	-	-	-	-	false	Homo sapiens	-
KT162795	6	a	27356	China	-	-	-	-	false	Homo sapiens	-
KT162796	6	a	27449	China	-	-	-	-	false	Homo sapiens	-
KT162797	6	a	27648	China	-	-	-	-	false	Homo sapiens	-
KT162798	6	a	27684	China	-	-	-	-	false	Homo sapiens	-
KT162799	6	a	27755	China	-	-	-	-	false	Homo sapiens	-
KT162800	6	a	27893	China	-	-	-	-	false	Homo sapiens	-
KT162801	6	a	28140	China	-	-	-	-	false	Homo sapiens	-
KT162802	6	a	28265	China	-	-	-	-	false	Homo sapiens	-
KT162803	6	a	28564	China	-	-	-	-	false	Homo sapiens	-
KT162804	6	a	28671	China	-	-	-	-	false	Homo sapiens	-
KT162805	6	a	29388	China	-	-	-	-	false	Homo sapiens	-
KT162806	6	a	29817	China	-	-	-	-	false	Homo sapiens	-
KT162807	6	a	29866	China	-	-	-	-	false	Homo sapiens	-
KT162808	6	a	29897	China	-	-	-	-	false	Homo sapiens	-
KT162809	6	a	30128	China	-	-	-	-	false	Homo sapiens	-
KT162810	6	a	30177	China	-	-	-	-	false	Homo sapiens	-
KT162811	6	a	30506	China	-	-	-	-	false	Homo sapiens	-
KT162812	6	a	30567	China	-	-	-	-	false	Homo sapiens	-
KT162813	6	a	30571	China	-	-	-	-	false	Homo sapiens	-
KT162814	6	a	30614	China	-	-	-	-	false	Homo sapiens	-
KT162815	6	a	30786	China	-	-	-	-	false	Homo sapiens	-
KT162816	6	a	31293	China	-	-	-	-	false	Homo sapiens	-
KT162817	6	a	31659	China	-	-	-	-	false	Homo sapiens	-
KT162818	6	a	31967	China	-	-	-	-	false	Homo sapiens	-
KT162819	6	a	32203	China	-	-	-	-	false	Homo sapiens	-
KT162820	6	a	32259	China	-	-	-	-	false	Homo sapiens	-
KT162821	6	a	32720	China	-	-	-	-	false	Homo sapiens	-
KT162822	6	a	32724	China	-	-	-	-	false	Homo sapiens	-
KT162823	6	a	32731	China	-	-	-	-	false	Homo sapiens	-
KT162824	6	a	32740	China	-	-	-	-	false	Homo sapiens	-
KT162825	6	a	33091	China	-	-	-	-	false	Homo sapiens	-
KT162826	6	a	33155	China	-	-	-	-	false	Homo sapiens	-
KT162827	6	a	33229	China	-	-	-	-	false	Homo sapiens	-
KT162828	6	a	33260	China	-	-	-	-	false	Homo sapiens	-
KT162829	6	a	33262	China	-	-	-	-	false	Homo sapiens	-
KT162830	6	a	33296	China	-	-	-	-	false	Homo sapiens	-
KT162831	6	a	33323	China	-	-	-	-	false	Homo sapiens	-
KT162832	6	a	33338	China	-	-	-	-	false	Homo sapiens	-
KT162833	6	a	33454	China	-	-	-	-	false	Homo sapiens	-
KT162834	6	a	33803	China	-	-	-	-	false	Homo sapiens	-
KT162835	6	a	34010	China	-	-	-	-	false	Homo sapiens	-
KT162836	6	a	34067	China	-	-	-	-	false	Homo sapiens	-
KT162837	6	a	34231	China	-	-	-	-	false	Homo sapiens	-
KT162838	6	a	34331	China	-	-	-	-	false	Homo sapiens	-
KT162839	6	a	34470	China	-	-	-	-	false	Homo sapiens	-
KT162840	6	a	34548	China	-	-	-	-	false	Homo sapiens	-
KT162841	6	a	34866	China	-	-	-	-	false	Homo sapiens	-
KT162842	6	a	34945	China	-	-	-	-	false	Homo sapiens	-
KT162843	6	a	34972	China	-	-	-	-	false	Homo sapiens	-
KT162844	6	a	34977	China	-	-	-	-	false	Homo sapiens	-
KT162845	6	a	35020	China	-	-	-	-	false	Homo sapiens	-
KT162846	6	a	35080	China	-	-	-	-	false	Homo sapiens	-
KT162847	6	a	35146	China	-	-	-	-	false	Homo sapiens	-
KT162848	6	a	35241	China	-	-	-	-	false	Homo sapiens	-
KT162849	6	a	35372	China	-	-	-	-	false	Homo sapiens	-
KT162850	6	a	35400	China	-	-	-	-	false	Homo sapiens	-
KT162851	6	a	35481	China	-	-	-	-	false	Homo sapiens	-
KT162852	6	a	35775	China	-	-	-	-	false	Homo sapiens	-
KT162853	6	a	36042	China	-	-	-	-	false	Homo sapiens	-
KT162854	6	a	36119	China	-	-	-	-	false	Homo sapiens	-
KT162855	6	a	36377	China	-	-	-	-	false	Homo sapiens	-
KT162856	6	a	36588	China	-	-	-	-	false	Homo sapiens	-
KT162857	6	a	36642	China	-	-	-	-	false	Homo sapiens	-
KT162858	6	a	36866	China	-	-	-	-	false	Homo sapiens	-
KT162859	6	a	36902	China	-	-	-	-	false	Homo sapiens	-
KT162860	6	a	36937	China	-	-	-	-	false	Homo sapiens	-
KT162861	6	a	37116	China	-	-	-	-	false	Homo sapiens	-
KT162862	6	a	37147	China	-	-	-	-	false	Homo sapiens	-
KT162863	6	a	37296	China	-	-	-	-	false	Homo sapiens	-
KT162864	6	a	37370	China	-	-	-	-	false	Homo sapiens	-
KT162865	6	a	37463	China	-	-	-	-	false	Homo sapiens	-
KT162866	6	a	37564	China	-	-	-	-	false	Homo sapiens	-
KT162867	6	a	37677	China	-	-	-	-	false	Homo sapiens	-
KT162868	6	a	37684	China	-	-	-	-	false	Homo sapiens	-
KT162869	6	a	37745	China	-	-	-	-	false	Homo sapiens	-
KT162870	6	a	37988	China	-	-	-	-	false	Homo sapiens	-
KT162871	6	a	38029	China	-	-	-	-	false	Homo sapiens	-
KT162872	6	a	38064	China	-	-	-	-	false	Homo sapiens	-
KT162873	6	a	39909	China	-	-	-	-	false	Homo sapiens	-
KT162874	6	a	40033	China	-	-	-	-	false	Homo sapiens	-
KT162875	6	a	40247	China	-	-	-	-	false	Homo sapiens	-
KT162876	6	a	40541	China	-	-	-	-	false	Homo sapiens	-
KT162877	6	a	40558	China	-	-	-	-	false	Homo sapiens	-
KT162878	6	a	40989	China	-	-	-	-	false	Homo sapiens	-
KT162879	6	a	41005	China	-	-	-	-	false	Homo sapiens	-
KT162880	6	a	41007	China	-	-	-	-	false	Homo sapiens	-
KT162881	6	a	41476	China	-	-	-	-	false	Homo sapiens	-
KT162882	6	a	41679	China	-	-	-	-	false	Homo sapiens	-
KT162883	6	a	41997	China	-	-	-	-	false	Homo sapiens	-
KT162884	6	a	42284	China	-	-	-	-	false	Homo sapiens	-
KT162885	6	a	42598	China	-	-	-	-	false	Homo sapiens	-
KT162886	6	a	42875	China	-	-	-	-	false	Homo sapiens	-
KT162887	6	a	43114	China	-	-	-	-	false	Homo sapiens	-
KT162888	6	a	43128	China	-	-	-	-	false	Homo sapiens	-
KT162889	6	a	43178	China	-	-	-	-	false	Homo sapiens	-
KT162890	6	a	43181	China	-	-	-	-	false	Homo sapiens	-
KT162891	6	a	43386	China	-	-	-	-	false	Homo sapiens	-
KT162892	6	a	44014	China	-	-	-	-	false	Homo sapiens	-
KT162893	6	a	44353	China	-	-	-	-	false	Homo sapiens	-
KT162894	6	n	R76_06A045	China	-	-	-	-	false	Homo sapiens	-
KT162895	6	n	R77_06A058	China	-	-	-	-	false	Homo sapiens	-
KT162896	6	n	R81_06B2033	China	-	-	-	-	false	Homo sapiens	-
KT162897	6	n	R83_08B3007	China	-	-	-	-	false	Homo sapiens	-
KT162898	6	n	R93_06C3054	China	-	-	-	-	false	Homo sapiens	-
KT162899	6	n	R137_06C3111	China	-	-	-	-	false	Homo sapiens	-
KT162900	6	n	R157_06F007	China	-	-	-	-	false	Homo sapiens	-
KT162901	6	n	R158_06F008	China	-	-	-	-	false	Homo sapiens	-
KT162902	6	n	R160_06F018	China	-	-	-	-	false	Homo sapiens	-
KT162903	6	n	R161_06F030	China	-	-	-	-	false	Homo sapiens	-
KT162904	6	n	R162_06F031	China	-	-	-	-	false	Homo sapiens	-
KT162905	6	n	R166_06F049	China	-	-	-	-	false	Homo sapiens	-
KT162906	6	n	R169_06F073	China	-	-	-	-	false	Homo sapiens	-
KT162907	6	n	R170_06F074	China	-	-	-	-	false	Homo sapiens	-
KT162908	6	n	R171_06F076	China	-	-	-	-	false	Homo sapiens	-
KT162909	6	n	R236_06A007	China	-	-	-	-	false	Homo sapiens	-
KT162910	6	n	R330_06C3029	China	-	-	-	-	false	Homo sapiens	-
KT162911	6	n	23249	China	-	-	-	-	false	Homo sapiens	-
KT162912	6	n	36086	China	-	-	-	-	false	Homo sapiens	-
KT162913	6	xa	R37_08F020	China	-	-	-	-	false	Homo sapiens	-
KT162914	6	v	R75_06A044	China	-	-	-	-	false	Homo sapiens	-
KT162915	6	v	R82_06B3018	China	-	-	-	-	false	Homo sapiens	-
KT190706	6	e	KC2	United States	-	2015	-	-	false	Homo sapiens	-
KT190707	6	g	KC3	United States	-	2015	-	-	false	Homo sapiens	-
KT233290	6	e	B3192	-	-	-	-	-	false	Homo sapiens	26195509
KT233295	6	e	B3741	-	-	-	-	-	false	Homo sapiens	26195509
KT233299	6	q	B4388	-	-	-	-	-	false	Homo sapiens	26195509
KT233300	6	l	B4585	-	-	-	-	-	false	Homo sapiens	26195509
KT735397	6	n	14DH004	China	-	2014	-	-	false	Homo sapiens	26562015
KT735399	6	-	14DH007	China	-	2014	-	-	false	Homo sapiens	26562015
KT735401	6	a	14DH009	China	-	2014	-	-	false	Homo sapiens	26562015
KT735402	6	-	14DH010	China	-	2014	-	-	false	Homo sapiens	26562015
KT735405	6	n	14DH014	China	-	2014	-	-	false	Homo sapiens	26562015
KT735406	6	n	14DH015	China	-	2014	-	-	false	Homo sapiens	26562015
KT735411	6	xa	14DH023	China	-	2014	-	-	false	Homo sapiens	26562015
KT735417	6	-	14DH034	China	-	2014	-	-	false	Homo sapiens	26562015
KT735422	6	-	14DH040	China	-	2014	-	-	false	Homo sapiens	26562015
KT735424	6	-	14DH042	China	-	2014	-	-	false	Homo sapiens	26562015
KT735430	6	-	14DH050	China	-	2014	-	-	false	Homo sapiens	26562015
KT735431	6	-	14DH051	China	-	2014	-	-	false	Homo sapiens	26562015
KT735433	6	xa	14DH054	China	-	2014	-	-	false	Homo sapiens	26562015
KT735438	6	-	14DH061	China	-	2014	-	-	false	Homo sapiens	26562015
KT735442	6	-	14DH067	China	-	2014	-	-	false	Homo sapiens	26562015
KT735445	6	xa	14DH071	China	-	2014	-	-	false	Homo sapiens	26562015
KT735447	6	xa	14DH075	China	-	2014	-	-	false	Homo sapiens	26562015
KT735448	6	-	14DH076	China	-	2014	-	-	false	Homo sapiens	26562015
KT735451	6	n	14DH081	China	-	2014	-	-	false	Homo sapiens	26562015
KT735457	6	n	14DL007	China	-	2014	-	-	false	Homo sapiens	26562015
KT735460	6	n	14DL011	China	-	2014	-	-	false	Homo sapiens	26562015
KT735461	6	xe	14DL012	China	-	2014	-	-	false	Homo sapiens	26562015
KT735463	6	n	14DL015	China	-	2014	-	-	false	Homo sapiens	26562015
KT735467	6	n	14DL019	China	-	2014	-	-	false	Homo sapiens	26562015
KT735469	6	n	14DL021	China	-	2014	-	-	false	Homo sapiens	26562015
KT735470	6	n	14DL022	China	-	2014	-	-	false	Homo sapiens	26562015
KT735473	6	n	14DL028	China	-	2014	-	-	false	Homo sapiens	26562015
KT735475	6	n	14DL031	China	-	2014	-	-	false	Homo sapiens	26562015
KT735480	6	xe	14DL045	China	-	2014	-	-	false	Homo sapiens	26562015
KT735482	6	xa	14DL047	China	-	2014	-	-	false	Homo sapiens	26562015
KT735498	6	n	14HH009	China	-	2014	-	-	false	Homo sapiens	26562015
KT735500	6	n	14HH011	China	-	2014	-	-	false	Homo sapiens	26562015
KT735503	6	n	14HH015	China	-	2014	-	-	false	Homo sapiens	26562015
KT735525	6	a	14HH054	China	-	2014	-	-	false	Homo sapiens	26562015
KT735526	6	a	14HH055	China	-	2014	-	-	false	Homo sapiens	26562015
KT735528	6	a	14HH059	China	-	2014	-	-	false	Homo sapiens	26562015
KT735530	6	n	14HH062	China	-	2014	-	-	false	Homo sapiens	26562015
KT735532	6	n	14HH067	China	-	2014	-	-	false	Homo sapiens	26562015
KT735539	6	a	14HH083	China	-	2014	-	-	false	Homo sapiens	26562015
KT735549	6	n	14KM011	China	-	2014	-	-	false	Homo sapiens	26562015
KT735554	6	a	14KM028	China	-	2014	-	-	false	Homo sapiens	26562015
KT735560	6	xa	14KM036	China	-	2014	-	-	false	Homo sapiens	26562015
KT735564	6	n	14KM043	China	-	2014	-	-	false	Homo sapiens	26562015
KT735568	6	n	14KM050	China	-	2014	-	-	false	Homo sapiens	26562015
KT735569	6	a	14KM051	China	-	2014	-	-	false	Homo sapiens	26562015
KT735570	6	n	14KM052	China	-	2014	-	-	false	Homo sapiens	26562015
KT735571	6	n	14KM054	China	-	2014	-	-	false	Homo sapiens	26562015
KT735577	6	xe	14LC002	China	-	2014	-	-	false	Homo sapiens	26562015
KT735586	6	xe	14LC012	China	-	2014	-	-	false	Homo sapiens	26562015
KT735611	6	xe	14LC048	China	-	2014	-	-	false	Homo sapiens	26562015
KT735618	6	a	14WS002	China	-	2014	-	-	false	Homo sapiens	26562015
KT735619	6	a	14WS004	China	-	2014	-	-	false	Homo sapiens	26562015
KT735620	6	a	14WS005	China	-	2014	-	-	false	Homo sapiens	26562015
KT735622	6	n	14WS012	China	-	2014	-	-	false	Homo sapiens	26562015
KT735623	6	a	14WS014	China	-	2014	-	-	false	Homo sapiens	26562015
KT735624	6	a	14WS016	China	-	2014	-	-	false	Homo sapiens	26562015
KT735625	6	a	14WS017	China	-	2014	-	-	false	Homo sapiens	26562015
KT735636	6	n	14WS047	China	-	2014	-	-	false	Homo sapiens	26562015
KT735640	6	a	14WS063	China	-	2014	-	-	false	Homo sapiens	26562015
KT735662	6	n	14DH004	China	-	2014	-	-	false	Homo sapiens	26562015
KT735665	6	a	14DH009	China	-	2014	-	-	false	Homo sapiens	26562015
KT735668	6	n	14DH014	China	-	2014	-	-	false	Homo sapiens	26562015
KT735669	6	n	14DH015	China	-	2014	-	-	false	Homo sapiens	26562015
KT735674	6	xa	14DH023	China	-	2014	-	-	false	Homo sapiens	26562015
KT735681	6	-	14DH034	China	-	2014	-	-	false	Homo sapiens	26562015
KT735687	6	-	14DH040	China	-	2014	-	-	false	Homo sapiens	26562015
KT735689	6	-	14DH042	China	-	2014	-	-	false	Homo sapiens	26562015
KT735690	6	xa	14DH043	China	-	2014	-	-	false	Homo sapiens	26562015
KT735695	6	n	14DH048	China	-	2014	-	-	false	Homo sapiens	26562015
KT735697	6	-	14DH050	China	-	2014	-	-	false	Homo sapiens	26562015
KT735698	6	-	14DH051	China	-	2014	-	-	false	Homo sapiens	26562015
KT735700	6	xa	14DH054	China	-	2014	-	-	false	Homo sapiens	26562015
KT735704	6	-	14DH061	China	-	2014	-	-	false	Homo sapiens	26562015
KT735709	6	-	14DH067	China	-	2014	-	-	false	Homo sapiens	26562015
KT735712	6	xa	14DH071	China	-	2014	-	-	false	Homo sapiens	26562015
KT735714	6	xa	14DH075	China	-	2014	-	-	false	Homo sapiens	26562015
KT735715	6	-	14DH076	China	-	2014	-	-	false	Homo sapiens	26562015
KT735718	6	n	14DH081	China	-	2014	-	-	false	Homo sapiens	26562015
KT735723	6	n	14DL007	China	-	2014	-	-	false	Homo sapiens	26562015
KT735726	6	n	14DL011	China	-	2014	-	-	false	Homo sapiens	26562015
KT735727	6	xe	14DL012	China	-	2014	-	-	false	Homo sapiens	26562015
KT735732	6	n	14DL021	China	-	2014	-	-	false	Homo sapiens	26562015
KT735733	6	n	14DL022	China	-	2014	-	-	false	Homo sapiens	26562015
KT735736	6	n	14DL031	China	-	2014	-	-	false	Homo sapiens	26562015
KT735743	6	xe	14DL045	China	-	2014	-	-	false	Homo sapiens	26562015
KT735744	6	xa	14DL047	China	-	2014	-	-	false	Homo sapiens	26562015
KT735759	6	n	14HH011	China	-	2014	-	-	false	Homo sapiens	26562015
KT735775	6	a	14HH054	China	-	2014	-	-	false	Homo sapiens	26562015
KT735776	6	a	14HH055	China	-	2014	-	-	false	Homo sapiens	26562015
KT735778	6	a	14HH059	China	-	2014	-	-	false	Homo sapiens	26562015
KT735779	6	n	14HH062	China	-	2014	-	-	false	Homo sapiens	26562015
KT735784	6	a	14HH075	China	-	2014	-	-	false	Homo sapiens	26562015
KT735802	6	a	14KM028	China	-	2014	-	-	false	Homo sapiens	26562015
KT735804	6	n	14KM030	China	-	2014	-	-	false	Homo sapiens	26562015
KT735810	6	xa	14KM036	China	-	2014	-	-	false	Homo sapiens	26562015
KT735814	6	n	14KM043	China	-	2014	-	-	false	Homo sapiens	26562015
KT735820	6	n	14KM050	China	-	2014	-	-	false	Homo sapiens	26562015
KT735821	6	n	14KM052	China	-	2014	-	-	false	Homo sapiens	26562015
KT735822	6	n	14KM054	China	-	2014	-	-	false	Homo sapiens	26562015
KT735827	6	xe	14LC002	China	-	2014	-	-	false	Homo sapiens	26562015
KT735834	6	xe	14LC012	China	-	2014	-	-	false	Homo sapiens	26562015
KT735855	6	xe	14LC048	China	-	2014	-	-	false	Homo sapiens	26562015
KT735861	6	a	14WS002	China	-	2014	-	-	false	Homo sapiens	26562015
KT735862	6	a	14WS004	China	-	2014	-	-	false	Homo sapiens	26562015
KT735863	6	a	14WS005	China	-	2014	-	-	false	Homo sapiens	26562015
KT735866	6	a	14WS016	China	-	2014	-	-	false	Homo sapiens	26562015
KT735867	6	a	14WS017	China	-	2014	-	-	false	Homo sapiens	26562015
KT735878	6	n	14WS047	China	-	2014	-	-	false	Homo sapiens	26562015
KT735881	6	a	14WS063	China	-	2014	-	-	false	Homo sapiens	26562015
KU285227	6	a	UKNP6.1.1	-	-	-	-	-	false	-	26699643
KU285228	6	a	UKNP6.1.2	-	-	-	-	-	false	-	26699643
KU871310	6	a	HITCYIMM0986FX	Australia	-	2010	FEB	5	false	Homo sapiens	26988550
KU871311	6	a	HITP300169	Australia	-	2009	APR	16	false	Homo sapiens	26988550
KU879427	6	n	LO5sD_08	France	-	2008	-	-	false	Homo sapiens	-
KX107852	6	a	B031	United States	-	2013	MAY	30	false	Homo sapiens	27147726
KX107853	6	e	J344	United States	-	2013	MAY	30	false	Homo sapiens	27147726
KX107854	6	a	V148	United States	-	2012	JUL	27	false	Homo sapiens	27147726
KX107856	6	l	1YB7	New Zealand	-	2014	MAR	13	false	Homo sapiens	27147726
KX107857	6	l	1YBD	United States	-	2014	MAR	13	false	Homo sapiens	27147726
KX107858	6	a	J542	United States	-	2013	JUN	11	false	Homo sapiens	27147726
KX107860	6	e	K324	United States	-	2013	JUN	4	false	Homo sapiens	27147726
KX107861	6	a	K093	United States	-	2013	JUN	11	false	Homo sapiens	27147726
KX107862	6	e	V614	United States	-	2012	JUL	19	false	Homo sapiens	27147726
KX107863	6	a	V666	United States	-	2012	JUL	26	false	Homo sapiens	27147726
KX107864	6	a	V148	United States	-	2012	JUL	27	false	Homo sapiens	27147726
KX107865	6	-	W638	United States	-	2012	JUL	19	false	Homo sapiens	27147726
KX107867	6	e	1497	United States	-	2011	APR	18	false	Homo sapiens	27147726
KX107868	6	o	1629	United States	-	2011	MAY	23	false	Homo sapiens	27147726
KX107869	6	e	1107	United States	-	2011	SEP	3	false	Homo sapiens	27147726
KX107870	6	e	1109	United States	-	2011	SEP	8	false	Homo sapiens	27147726
KX107871	6	e	1450	United States	-	2011	SEP	3	false	Homo sapiens	27147726
KX107877	6	i	B027	Thailand	-	-	-	-	false	Homo sapiens	27147726
KX107878	6	n	B028	Thailand	-	-	-	-	false	Homo sapiens	27147726
KX107879	6	f	B029	Thailand	-	-	-	-	false	Homo sapiens	27147726
KX107880	6	n	B030	Thailand	-	-	-	-	false	Homo sapiens	27147726
KX107881	6	l	J505	United States	-	2013	MAY	24	false	Homo sapiens	27147726
KX107882	6	e	J344	United States	-	2013	MAY	30	false	Homo sapiens	27147726
KX107883	6	a	J613	United States	-	2013	JUN	11	false	Homo sapiens	27147726
KX107884	6	e	J271	United States	-	2013	JUN	3	false	Homo sapiens	27147726
KX107886	6	e	K324	United States	-	2013	JUN	4	false	Homo sapiens	27147726
KX107887	6	a	K093	United States	-	2013	JUN	11	false	Homo sapiens	27147726
KX107888	6	e	V614	United States	-	2012	JUL	19	false	Homo sapiens	27147726
KX107889	6	a	V666	United States	-	2012	JUL	26	false	Homo sapiens	27147726
KX107890	6	a	V148	United States	-	2012	JUL	27	false	Homo sapiens	27147726
KX107891	6	-	W638	United States	-	2012	JUL	19	false	Homo sapiens	27147726
KX107893	6	e	1497	United States	-	2011	APR	18	false	Homo sapiens	27147726
KX107894	6	o	1629	United States	-	2011	MAY	23	false	Homo sapiens	27147726
KX107895	6	e	1107	United States	-	2011	SEP	3	false	Homo sapiens	27147726
KX107896	6	e	1109	United States	-	2011	SEP	8	false	Homo sapiens	27147726
KX107897	6	e	1450	United States	-	2011	SEP	3	false	Homo sapiens	27147726
KX138238	6	n	B028	Thailand	-	-	-	-	false	Homo sapiens	27147726
KX138239	6	f	B029	Thailand	-	-	-	-	false	Homo sapiens	27147726
KX138240	6	n	B030	Thailand	-	-	-	-	false	Homo sapiens	27147726
KX138241	6	a	B031	United States	-	2013	MAY	30	false	Homo sapiens	27147726
KX138242	6	p	1HN8	New Zealand	-	2014	MAR	17	false	Homo sapiens	27147726
KX138243	6	l	J505	United States	-	2013	MAY	24	false	Homo sapiens	27147726
KX138244	6	e	J095	United States	-	2013	MAY	20	false	Homo sapiens	27147726
KX138245	6	e	J344	United States	-	2013	MAY	30	false	Homo sapiens	27147726
KX138246	6	a	J613	United States	-	2013	JUN	11	false	Homo sapiens	27147726
KX138248	6	e	K324	United States	-	2013	JUN	4	false	Homo sapiens	27147726
KX138249	6	a	K093	United States	-	2013	JUN	11	false	Homo sapiens	27147726
KX345146	6	a	13-27L	China	-	-	-	-	false	Homo sapiens	27352005
KX345147	6	a	13-3L	China	-	-	-	-	false	Homo sapiens	27352005
KX345155	6	a	14-23	China	-	-	-	-	false	Homo sapiens	27352005
KX345158	6	a	14-27	China	-	-	-	-	false	Homo sapiens	27352005
KX345159	6	a	14-28	China	-	-	-	-	false	Homo sapiens	27352005
KX345160	6	a	14-29	China	-	-	-	-	false	Homo sapiens	27352005
KX345162	6	a	WT1	China	-	-	-	-	false	Homo sapiens	27352005
KX345165	6	a	WT102	China	-	-	-	-	false	Homo sapiens	27352005
KX345167	6	a	WT104	China	-	-	-	-	false	Homo sapiens	27352005
KX345171	6	a	WT108	China	-	-	-	-	false	Homo sapiens	27352005
KX345172	6	a	WT109	China	-	-	-	-	false	Homo sapiens	27352005
KX345173	6	a	WT11	China	-	-	-	-	false	Homo sapiens	27352005
KX345174	6	a	WT110	China	-	-	-	-	false	Homo sapiens	27352005
KX345177	6	a	WT116	China	-	-	-	-	false	Homo sapiens	27352005
KX345183	6	a	WT124	China	-	-	-	-	false	Homo sapiens	27352005
KX345184	6	a	WT126	China	-	-	-	-	false	Homo sapiens	27352005
KX345189	6	a	WT132	China	-	-	-	-	false	Homo sapiens	27352005
KX345190	6	a	WT133	China	-	-	-	-	false	Homo sapiens	27352005
KX345193	6	a	WT136	China	-	-	-	-	false	Homo sapiens	27352005
KX345196	6	a	WT139	China	-	-	-	-	false	Homo sapiens	27352005
KX345197	6	a	WT14	China	-	-	-	-	false	Homo sapiens	27352005
KX345200	6	a	WT143	China	-	-	-	-	false	Homo sapiens	27352005
KX345207	6	a	WT21	China	-	-	-	-	false	Homo sapiens	27352005
KX345212	6	a	WT3	China	-	-	-	-	false	Homo sapiens	27352005
KX345215	6	a	WT33	China	-	-	-	-	false	Homo sapiens	27352005
KX345216	6	a	WT34	China	-	-	-	-	false	Homo sapiens	27352005
KX345217	6	a	WT35	China	-	-	-	-	false	Homo sapiens	27352005
KX345222	6	a	WT40	China	-	-	-	-	false	Homo sapiens	27352005
KX345227	6	a	WT45	China	-	-	-	-	false	Homo sapiens	27352005
KX345228	6	a	WT46	China	-	-	-	-	false	Homo sapiens	27352005
KX345229	6	a	WT47	China	-	-	-	-	false	Homo sapiens	27352005
KX345231	6	a	WT5	China	-	-	-	-	false	Homo sapiens	27352005
KX345234	6	a	WT53	China	-	-	-	-	false	Homo sapiens	27352005
KX345235	6	a	WT54	China	-	-	-	-	false	Homo sapiens	27352005
KX345243	6	a	WT87	China	-	-	-	-	false	Homo sapiens	27352005
KX345244	6	a	WT88	China	-	-	-	-	false	Homo sapiens	27352005
KX345246	6	a	WT93	China	-	-	-	-	false	Homo sapiens	27352005
KX950603	6	a	GY-054	China	-	2013	JUN	1	false	Homo sapiens	27756381
KX950612	6	a	SZS-292	China	-	2013	JUN	1	false	Homo sapiens	27756381
KX950617	6	a	SZS-299	China	-	2013	JUN	1	false	Homo sapiens	27756381
KX950618	6	xa	TX-004	China	-	2013	JUN	1	false	Homo sapiens	27756381
